CodCliente,TotalPlan,Ubicacion,Genero,Edad,Antiguedad,Saldo,NoServicios,PagoApp,GamaAlta,TContrato,Churn
15775,760,Guatemala,M,43,8,0,1,1,0,1,0
15646,769,Guatemala,M,51,9,142.18,2,1,0,1,0
15596,498,Escuintla,M,29,8,298.8,1,1,1,1,0
15723,774,Guatemala,M,53,4,0,1,1,1,1,1
15636,705,Quetzaltenango,F,43,7,849.97,1,1,1,0,0
15751,648,Guatemala,F,44,2,398.33,2,1,1,1,0
15618,688,Guatemala,F,51,5,209.71,1,1,0,1,1
15787,592,Escuintla,M,38,0,199.99,1,1,0,0,1
15780,705,Guatemala,M,33,3,0,2,1,0,0,0
15615,654,Guatemala,M,42,7,339,1,1,1,1,0
15757,624,Guatemala,F,32,2,360,2,1,1,1,0
15595,594,Guatemala,F,30,10,225,2,1,1,0,0
15699,695,Escuintla,F,34,9,450,2,1,1,0,0
15581,597,Guatemala,M,28,2,300,3,1,1,1,0
15600,758,Guatemala,F,52,7,0,1,1,0,1,1
15738,737,Quetzaltenango,F,40,2,199,2,1,0,1,0
15721,694,Quetzaltenango,M,37,1,0,2,1,0,0,0
15619,683,Guatemala,M,25,4,225,2,1,0,0,0
15768,538,Escuintla,F,30,8,199.97,2,1,1,0,0
15806,669,Guatemala,M,37,4,0,1,1,0,1,0
15643,730,Guatemala,F,34,5,699.97,2,1,0,0,0
15813,622,Guatemala,F,31,1,249.99,1,1,1,0,0
15626,714,Escuintla,F,33,10,-0.03,2,1,1,0,0
15603,569,Escuintla,F,34,3,0,1,1,0,1,0
15764,668,Quetzaltenango,F,59,5,349.97,1,0,1,0,0
15667,628,Guatemala,M,32,9,0,2,1,1,1,0
15576,600,Guatemala,M,40,1,149,1,1,1,1,0
15628,693,Guatemala,F,43,4,549,1,1,0,1,0
15584,704,Guatemala,M,36,7,249.99,2,0,1,0,0
15716,527,Escuintla,M,33,9,275.91,1,0,0,1,0
15759,553,Quetzaltenango,M,43,6,543.66,2,1,1,0,0
15701,575,Escuintla,M,53,1,199.97,2,0,1,0,0
15758,626,Guatemala,F,32,0,199.97,2,0,0,0,0
15758,582,Guatemala,M,20,4,59.8,1,1,1,1,0
15680,683,Escuintla,M,40,8,0,1,1,0,1,0
15649,850,Guatemala,M,30,9,0,1,0,0,1,0
15812,653,Escuintla,M,35,6,0,2,1,1,1,0
15768,679,Guatemala,M,60,8,0,2,1,1,1,0
15703,549,Quetzaltenango,F,49,6,225,1,0,1,0,0
15646,850,Escuintla,F,36,2,0,2,0,0,1,0
15585,558,Quetzaltenango,F,32,1,299.97,1,1,1,0,0
15714,528,Escuintla,M,40,4,299,2,1,0,1,0
15748,801,Guatemala,M,38,5,149,2,1,0,1,0
15785,513,Escuintla,M,48,2,450,1,1,1,0,1
15693,666,Quetzaltenango,M,38,6,0,2,1,1,1,0
15757,606,Guatemala,M,35,2,0,1,0,1,0,0
15812,599,Quetzaltenango,M,45,10,274.99,1,1,0,0,1
15674,544,Quetzaltenango,M,39,4,0,2,1,0,1,0
15678,529,Escuintla,M,38,7,215,2,1,0,0,1
15713,850,Guatemala,F,41,5,488.48,2,1,1,1,0
15579,497,Guatemala,M,41,9,199.97,1,0,0,0,0
15610,764,Guatemala,F,39,5,0,1,0,1,1,0
15776,603,Guatemala,F,48,5,488.48,1,1,0,1,1
15771,609,Guatemala,M,40,6,0,2,1,1,0,0
15648,487,Guatemala,M,53,4,0,1,1,1,1,1
15646,748,Guatemala,M,33,1,328.98,1,0,0,1,0
15693,710,Escuintla,F,75,5,298,2,1,1,1,0
15813,432,Quetzaltenango,F,45,3,350,1,1,0,0,1
15769,534,Escuintla,M,51,3,0,2,0,1,1,0
15662,607,Guatemala,M,25,3,0,2,0,0,1,0
15773,551,Escuintla,M,32,4,399.97,2,1,0,0,0
15705,674,Guatemala,M,45,7,108.99,1,1,0,1,0
15711,525,Guatemala,F,25,6,0,2,1,0,1,0
15752,645,Quetzaltenango,M,33,8,0,1,0,0,1,0
15659,755,Guatemala,F,43,9,399.98,2,1,0,0,0
15597,708,Quetzaltenango,M,37,8,199.98,1,1,1,0,0
15590,715,Guatemala,M,21,6,0,1,1,1,1,0
15631,727,Guatemala,F,26,9,0,1,1,1,1,0
15654,559,Escuintla,F,27,1,398.31,1,0,1,1,0
15707,545,Escuintla,M,36,8,299.97,2,1,0,0,1
15594,524,Guatemala,M,22,9,300,2,1,0,1,0
15651,707,Guatemala,F,55,1,284.5,2,0,1,1,0
15798,671,Escuintla,M,38,0,0,2,1,0,1,0
15671,439,Escuintla,M,52,3,0,4,1,0,1,1
15707,667,Quetzaltenango,F,36,1,0,1,1,1,1,0
15733,831,Quetzaltenango,M,32,9,0,1,1,0,1,0
15641,545,Escuintla,F,33,7,328.99,1,1,0,1,0
15585,604,Escuintla,F,35,7,0,1,1,1,1,0
15617,657,Escuintla,M,67,5,225,2,1,1,0,0
15667,487,Escuintla,F,36,1,399.97,1,1,0,0,0
15669,750,Quetzaltenango,F,52,6,0,1,1,0,1,1
15789,694,Quetzaltenango,F,37,8,699.97,2,1,0,0,1
15570,711,Quetzaltenango,F,35,2,109.8,1,1,1,1,0
15685,551,Guatemala,M,37,3,199.97,2,1,1,0,0
15721,559,Guatemala,F,38,8,225,1,1,1,0,0
15776,620,Guatemala,F,29,3,0,2,0,1,1,0
15716,660,Escuintla,M,42,5,269.26,2,1,0,1,0
15675,449,Guatemala,F,37,6,249.97,2,1,0,0,0
15604,703,Quetzaltenango,F,26,1,399.98,1,1,0,0,0
15658,795,Quetzaltenango,M,37,2,543.66,2,1,1,0,0
15630,594,Guatemala,F,31,9,299,1,0,1,1,0
15689,586,Escuintla,M,34,5,543.66,1,0,0,0,0
15774,613,Quetzaltenango,F,30,5,0,2,1,0,1,0
15701,601,Guatemala,M,44,3,0,2,1,0,1,0
15719,657,Guatemala,M,50,9,299,2,0,0,1,0
15644,531,Guatemala,M,31,3,0,1,1,1,0,0
15646,621,Quetzaltenango,M,47,7,249.99,1,1,1,0,0
15606,782,Guatemala,F,33,2,199.97,1,0,1,0,0
15664,528,Quetzaltenango,F,29,9,543.66,2,1,0,0,0
15624,696,Guatemala,M,52,6,199.99,1,1,0,0,1
15810,586,Guatemala,F,35,7,199.97,2,1,0,0,0
15668,626,Escuintla,F,26,8,543.66,3,0,1,0,1
15603,498,Guatemala,M,73,2,0,2,1,1,1,0
15804,691,Guatemala,F,33,1,299,1,1,1,1,0
15728,568,Guatemala,F,47,7,225,2,1,1,0,0
15598,715,Guatemala,F,35,3,225,1,1,1,0,0
15694,680,Quetzaltenango,M,32,7,0,1,0,1,0,0
15600,802,Escuintla,M,41,6,249.99,2,1,0,0,0
15727,539,Guatemala,F,22,0,0,2,1,1,1,0
15570,494,Guatemala,M,69,9,0,1,1,1,1,0
15606,594,Quetzaltenango,M,38,6,0,2,1,1,1,0
15746,596,Guatemala,M,33,2,0,1,0,0,1,0
15704,649,Guatemala,F,52,8,199.97,1,1,0,0,0
15628,699,Quetzaltenango,M,32,1,543.66,3,1,1,0,1
15697,787,Guatemala,F,40,6,543.66,2,1,1,0,0
15733,604,Guatemala,M,28,7,1720.32,2,0,0,1,0
15617,489,Quetzaltenango,F,52,1,328.98,1,1,0,1,1
15704,651,Guatemala,M,56,2,328.99,1,1,0,1,1
15621,698,Guatemala,M,57,6,0,2,1,1,1,1
15649,578,Quetzaltenango,F,38,4,199.99,2,1,0,0,1
15736,538,Escuintla,F,42,9,543.66,1,0,0,0,0
15714,696,Guatemala,F,33,4,305.55,2,1,1,1,0
15599,507,Quetzaltenango,F,46,8,50,1,1,1,1,0
15705,685,Escuintla,M,34,6,299.98,1,0,0,0,0
15631,705,Quetzaltenango,M,41,4,0,2,1,1,0,0
15792,499,Quetzaltenango,F,29,6,595.69,1,1,0,1,0
15633,717,Guatemala,F,76,9,225,1,1,1,0,0
15744,510,Guatemala,M,63,8,657.98,2,1,1,1,0
15669,632,Guatemala,M,32,6,450,1,1,1,1,0
15581,668,Quetzaltenango,F,39,0,0,1,1,0,0,1
15729,744,Quetzaltenango,M,32,4,450,1,1,1,0,0
15573,663,Quetzaltenango,M,42,7,0,1,1,0,0,0
15776,638,Quetzaltenango,F,37,7,70.34,2,1,0,1,0
15724,688,Guatemala,F,54,9,0,1,1,0,1,1
15713,588,Escuintla,M,46,8,0,1,1,0,1,0
15690,631,Guatemala,M,33,7,299,1,1,1,1,1
15689,687,Escuintla,M,35,8,9.95,2,1,0,1,0
15671,599,Guatemala,M,44,10,225,1,1,1,0,0
15782,718,Escuintla,M,28,6,0,2,1,0,1,0
15764,730,Guatemala,M,27,5,199.97,2,1,1,0,0
15591,533,Guatemala,F,39,2,708.96,1,0,1,1,1
15772,711,Escuintla,F,28,5,199.99,2,1,1,0,0
15792,555,Escuintla,F,26,9,0,2,0,1,0,0
15715,850,Guatemala,F,42,9,0,1,1,1,1,0
15639,678,Guatemala,F,41,9,0,1,0,0,0,0
15798,576,Guatemala,M,32,7,249.97,2,1,0,0,0
15776,835,Quetzaltenango,M,20,4,599.97,1,0,0,0,1
15727,592,Guatemala,M,42,1,0,2,1,1,1,0
15793,774,Guatemala,M,36,7,0,1,0,1,0,0
15694,620,Guatemala,F,29,1,350,2,0,0,1,0
15764,519,Escuintla,M,39,4,0,1,1,1,0,0
15744,734,Escuintla,F,37,0,50,1,1,1,1,0
15671,763,Quetzaltenango,M,31,7,149,2,1,1,1,1
15654,733,Guatemala,M,51,10,298.8,1,1,0,1,0
15649,650,Guatemala,F,43,6,399.97,2,1,1,0,0
15775,538,Guatemala,F,33,5,0,2,1,0,1,0
15807,577,Guatemala,F,46,1,50,1,1,1,1,0
15642,792,Guatemala,M,30,8,0,2,1,0,1,0
15789,686,Guatemala,F,41,10,249.99,1,1,1,0,1
15814,589,Guatemala,M,29,2,0,2,0,1,1,0
15673,530,Guatemala,M,25,9,0,1,1,0,1,0
15595,778,Quetzaltenango,F,29,7,0,1,1,0,1,0
15583,616,Escuintla,M,31,7,748.99,2,1,1,1,0
15605,550,Guatemala,M,38,9,0,3,1,1,1,1
15718,655,Guatemala,F,51,3,0,2,0,1,0,0
15679,721,Guatemala,M,46,1,298.26,2,0,0,1,0
15654,499,Quetzaltenango,M,36,5,0,2,1,0,1,0
15577,511,Guatemala,M,45,5,0,1,1,0,1,1
15595,579,Quetzaltenango,F,39,5,0,3,0,0,0,1
15756,696,Escuintla,F,36,7,199.97,2,1,1,0,0
15726,681,Guatemala,M,34,7,0,2,0,0,1,0
15595,815,Guatemala,M,45,7,0,1,0,1,1,1
15782,681,Escuintla,M,30,2,225,1,1,0,0,0
15592,641,Escuintla,M,42,9,699.97,1,1,0,0,0
15651,591,Guatemala,F,56,9,0,1,1,1,1,1
15746,565,Quetzaltenango,M,59,9,0,1,1,1,1,0
15774,487,Guatemala,M,37,6,0,2,1,1,1,0
15667,729,Guatemala,M,39,4,299,1,1,1,1,0
15655,505,Escuintla,F,45,9,332.13,3,1,0,1,1
15595,580,Guatemala,F,35,1,274.97,1,0,1,0,0
15668,642,Guatemala,M,40,1,0,1,1,1,1,0
15709,850,Escuintla,F,41,3,0,2,1,0,1,0
15711,616,Quetzaltenango,M,39,2,543.66,2,1,0,0,0
15798,526,Escuintla,F,43,3,249.97,2,1,0,0,0
15663,523,Quetzaltenango,M,35,8,0,1,1,1,1,0
15694,663,Guatemala,M,35,9,0,2,1,1,1,0
15631,840,Guatemala,M,30,8,0,1,1,0,0,0
15768,570,Quetzaltenango,M,42,0,83.01,2,1,0,1,0
15682,676,Quetzaltenango,F,26,1,83.01,1,0,0,1,1
15684,689,Guatemala,M,47,1,83.01,3,1,0,1,1
15636,703,Escuintla,F,45,1,0,1,1,0,0,1
15809,491,Quetzaltenango,M,19,2,83.01,1,0,0,1,0
15699,584,Guatemala,M,49,8,83.01,1,1,0,1,0
15786,810,Guatemala,F,51,5,230,2,0,1,0,0
15709,745,Escuintla,F,59,8,83.01,1,1,1,1,0
15710,625,Guatemala,F,39,3,810.99,1,0,1,1,0
15582,535,Guatemala,F,29,2,0,1,1,0,1,0
15575,729,Escuintla,F,45,7,274.97,2,1,0,0,0
15756,655,Guatemala,F,26,7,48.51,1,0,1,1,0
15766,751,Guatemala,M,47,5,91.73,2,1,0,1,0
15593,525,Guatemala,M,33,1,0,1,0,1,0,0
15584,532,Guatemala,F,40,5,0,2,0,1,1,0
15675,696,Escuintla,F,43,4,149,2,1,1,1,0
15672,786,Quetzaltenango,F,32,2,0,2,0,0,0,0
15801,580,Guatemala,M,55,6,83.01,1,0,1,1,0
15706,596,Quetzaltenango,M,47,5,83.01,2,1,1,1,0
15789,683,Guatemala,M,39,4,49.51,2,1,0,1,0
15720,747,Guatemala,F,45,1,0,1,1,0,1,1
15697,602,Guatemala,M,33,5,409,1,0,1,1,1
15665,779,Guatemala,M,62,10,325.01,1,0,1,1,0
15660,551,Guatemala,M,31,1,83.01,2,1,1,1,0
15619,666,Guatemala,M,47,2,0,1,1,0,1,1
15773,526,Escuintla,M,30,8,249.97,1,1,0,0,0
15739,849,Guatemala,F,41,9,0,1,1,0,1,0
15689,471,Guatemala,F,27,4,1,2,1,0,0,0
15679,628,Escuintla,M,43,3,149,1,1,0,1,0
15591,674,Quetzaltenango,M,43,8,83.01,2,1,0,1,0
15642,797,Guatemala,M,32,10,49.51,1,0,1,1,0
15701,590,Escuintla,F,29,2,350,2,1,0,1,0
15811,588,Guatemala,F,27,8,308.26,1,1,0,1,0
15741,577,Guatemala,M,29,7,149,2,1,1,1,0
15724,571,Guatemala,F,38,6,185.01,2,0,0,1,0
15574,680,Guatemala,M,36,3,749.7,1,1,1,1,0
15678,648,Escuintla,F,27,7,25,2,1,1,1,0
15697,618,Guatemala,M,39,2,149,1,1,0,1,0
15610,648,Quetzaltenango,M,41,5,0,1,0,1,1,0
15745,759,Guatemala,F,39,6,199.97,2,1,1,0,0
15722,585,Guatemala,M,40,7,83.01,2,0,0,1,0
15792,774,Guatemala,F,42,3,83.01,1,0,0,1,0
15675,697,Quetzaltenango,F,48,2,83.01,2,1,1,1,0
15801,605,Escuintla,M,39,10,48.51,2,1,0,1,0
15725,676,Guatemala,M,20,1,308.26,1,0,0,1,0
15638,678,Guatemala,F,22,4,249.99,1,1,1,0,0
15800,495,Escuintla,F,45,3,83.01,3,1,0,1,1
15578,787,Guatemala,F,85,10,83.01,2,1,1,1,0
15668,770,Guatemala,M,36,2,83.01,1,1,1,1,0
15687,817,Quetzaltenango,M,45,9,234,1,0,0,0,1
15610,659,Guatemala,M,43,1,23.45,2,1,0,1,0
15741,693,Guatemala,M,21,1,0,2,1,1,1,0
15807,744,Guatemala,M,47,9,83.01,2,1,0,1,0
15666,829,Escuintla,F,26,8,99,2,1,1,1,0
15617,716,Guatemala,M,38,4,199.97,2,1,0,0,0
15783,671,Guatemala,M,34,7,0,2,1,1,0,0
15622,835,Quetzaltenango,F,29,10,0,2,0,0,1,0
15746,636,Guatemala,F,38,1,83.01,1,1,0,1,0
15750,649,Escuintla,M,29,2,308.26,1,1,1,1,0
15749,621,Quetzaltenango,M,27,1,83.01,1,1,1,1,0
15779,658,Quetzaltenango,F,31,3,225,1,0,1,0,1
15767,784,Escuintla,M,48,7,99,2,1,1,1,0
15679,783,Escuintla,F,37,1,857.98,1,1,0,1,0
15576,615,Guatemala,M,32,4,298,2,1,1,1,0
15699,791,Guatemala,F,44,5,83.01,2,1,1,1,1
15619,762,Guatemala,M,53,1,83.01,1,1,1,1,0
15605,607,Guatemala,M,35,2,652,2,1,1,1,0
15610,601,Guatemala,F,34,5,0,2,1,0,0,0
15791,540,Escuintla,M,67,1,83.01,1,0,1,1,0
15602,812,Guatemala,M,44,4,83.01,2,1,0,1,0
15762,685,Guatemala,M,58,1,83.01,1,1,1,1,0
15598,680,Guatemala,M,33,1,74.51,1,1,0,1,0
15744,680,Escuintla,F,58,8,299,2,1,1,1,0
15670,631,Guatemala,F,33,8,399.97,2,0,0,0,0
15599,569,Guatemala,F,43,7,0,2,1,1,0,0
15757,584,Quetzaltenango,M,33,3,0,2,1,1,1,0
15697,582,Guatemala,F,40,9,0,3,1,1,1,0
15578,609,Guatemala,M,32,7,199.97,1,1,1,0,0
15762,506,Escuintla,M,35,6,0,2,1,0,1,0
15614,503,Guatemala,M,42,8,0,1,1,1,1,0
15789,503,Guatemala,F,28,5,275,2,1,0,0,0
15579,806,Quetzaltenango,M,31,10,476.43,1,1,0,1,0
15587,653,Guatemala,F,31,7,438.53,1,1,1,1,0
15570,666,Guatemala,M,43,7,249.97,2,1,1,0,1
15794,674,Escuintla,M,32,2,0,2,1,0,0,0
15581,798,Guatemala,M,32,7,543.66,2,0,1,0,0
15644,740,Guatemala,F,30,8,543.66,1,1,0,0,0
15614,531,Quetzaltenango,F,32,0,0,2,1,1,0,0
15609,614,Quetzaltenango,F,44,6,0,1,1,0,1,1
15594,556,Guatemala,M,35,10,199.97,2,1,1,0,0
15584,678,Quetzaltenango,F,43,2,0,2,1,1,1,0
15673,587,Quetzaltenango,M,33,6,359,1,1,0,1,0
15685,527,Escuintla,F,36,6,0,2,1,1,0,0
15774,757,Quetzaltenango,F,34,1,271.26,2,0,0,1,0
15694,468,Escuintla,M,28,3,543.66,2,1,0,0,0
15603,693,Guatemala,M,29,2,225,1,0,0,0,0
15759,483,Guatemala,F,44,5,249.99,1,1,0,0,1
15814,466,Guatemala,M,40,4,296.8,1,1,0,1,1
15724,770,Guatemala,F,30,8,0,2,1,0,0,0
15571,734,Guatemala,F,54,3,0,1,1,0,1,1
15674,716,Guatemala,F,22,8,0,2,1,1,1,0
15715,439,Guatemala,M,36,2,0,2,1,1,1,0
15730,538,Quetzaltenango,M,25,5,0,1,1,1,1,0
15662,743,Guatemala,M,40,8,408.75,1,1,0,1,0
15779,734,Escuintla,F,43,3,323.99,2,0,1,1,1
15662,656,Guatemala,M,37,2,598.11,2,0,1,1,0
15689,666,Guatemala,F,31,2,543.66,1,0,0,0,0
15667,627,Escuintla,M,41,5,0,1,0,1,1,0
15738,480,Quetzaltenango,F,25,3,399.97,2,0,0,0,0
15680,792,Guatemala,M,19,7,349.97,1,1,0,0,0
15745,613,Quetzaltenango,M,59,8,298.26,1,0,0,1,1
15708,476,Quetzaltenango,M,30,3,0,1,1,0,1,0
15628,539,Guatemala,F,24,3,199.97,2,1,1,0,0
15708,696,Escuintla,M,60,8,399.97,1,1,1,0,0
15735,810,Quetzaltenango,M,35,3,301.44,2,1,1,1,0
15809,763,Quetzaltenango,M,32,9,0,1,1,0,0,0
15660,640,Guatemala,F,29,3,399.98,2,1,0,0,0
15766,655,Guatemala,F,47,10,499.97,2,1,0,0,0
15654,526,Quetzaltenango,M,31,5,225,1,1,0,0,0
15794,678,Guatemala,F,28,4,0,2,1,1,1,1
15800,554,Guatemala,F,45,6,299,2,1,1,1,0
15697,597,Escuintla,F,30,2,249.97,1,1,1,0,1
15724,560,Escuintla,F,28,1,0,2,1,1,1,0
15735,850,Quetzaltenango,F,47,10,0,1,0,0,1,1
15707,546,Quetzaltenango,F,74,8,399.98,2,1,1,0,1
15657,623,Quetzaltenango,M,42,1,299,2,1,0,1,0
15622,698,Guatemala,F,40,7,225,3,1,0,0,1
15779,620,Guatemala,M,32,7,200.98,2,1,1,0,0
15636,619,Guatemala,F,40,10,225,1,1,1,0,1
15582,561,Guatemala,M,21,4,578.95,1,1,1,1,0
15666,753,Guatemala,F,39,7,199.99,1,1,1,0,0
15732,721,Escuintla,M,43,3,299,1,0,0,1,0
15789,451,Guatemala,M,33,6,0,2,1,0,1,0
15663,680,Quetzaltenango,F,51,5,0,1,0,0,0,1
15694,590,Escuintla,F,23,7,328.98,2,1,0,1,0
15593,634,Quetzaltenango,M,27,3,0,1,1,0,1,0
15575,676,Guatemala,M,29,4,249.99,1,1,0,0,0
15622,642,Guatemala,M,30,8,225,2,1,0,0,0
15795,760,Guatemala,M,39,6,0,1,1,0,0,1
15685,736,Escuintla,F,26,4,450,1,1,1,0,0
15691,656,Guatemala,M,43,7,1024.48,1,1,0,1,0
15721,776,Quetzaltenango,M,33,8,0,1,0,0,0,1
15794,832,Escuintla,F,34,6,500.98,2,0,1,0,0
15694,631,Quetzaltenango,M,37,9,328.99,2,1,1,1,0
15813,795,Escuintla,F,56,5,299,1,1,0,1,1
15614,648,Quetzaltenango,F,39,3,225,2,0,1,0,0
15619,615,Guatemala,M,39,4,0,1,1,1,1,0
15646,682,Guatemala,F,27,1,299,1,1,0,1,0
15660,694,Guatemala,M,34,5,0,1,1,0,1,0
15753,694,Guatemala,M,37,10,0,1,0,1,0,0
15617,607,Guatemala,M,44,0,225,2,1,1,0,0
15772,664,Guatemala,M,48,10,135.91,1,1,0,0,1
15701,756,Guatemala,M,60,2,225,1,1,1,0,1
15736,645,Guatemala,F,40,3,0,1,1,1,0,0
15780,653,Escuintla,M,30,4,0,2,1,0,0,0
15769,710,Quetzaltenango,F,24,2,299,2,0,0,1,1
15586,697,Guatemala,F,76,7,299.71,2,0,1,1,0
15722,619,Quetzaltenango,F,41,8,639.22,2,1,0,1,0
15638,648,Escuintla,M,55,1,1329.52,1,0,1,1,0
15775,482,Quetzaltenango,F,48,2,99.97,1,0,0,0,1
15730,548,Guatemala,F,28,8,0,2,1,1,0,1
15753,752,Escuintla,M,44,6,0,1,1,0,1,0
15810,648,Guatemala,F,39,6,0,2,1,1,0,1
15723,643,Escuintla,F,34,8,0,1,1,0,0,0
15795,573,Quetzaltenango,F,35,9,652.43,2,0,1,0,0
15584,686,Guatemala,F,39,3,604.52,1,0,0,1,0
15724,644,Guatemala,F,40,9,0,4,1,0,1,1
15750,702,Guatemala,F,29,6,350,1,1,1,0,0
15609,652,Guatemala,M,51,7,199.97,2,0,1,0,0
15794,641,Escuintla,M,32,7,0,2,1,1,1,0
15569,692,Quetzaltenango,F,41,8,0,1,1,0,1,1
15815,574,Escuintla,M,34,5,274.97,2,0,0,0,0
15811,643,Guatemala,F,31,3,199.97,1,1,0,0,0
15680,834,Guatemala,M,23,4,300.41,1,1,0,1,0
15672,591,Guatemala,M,28,5,0,2,1,1,1,0
15767,470,Escuintla,M,34,9,0,2,0,1,0,0
15600,608,Escuintla,M,34,7,0,1,0,1,1,0
15801,649,Quetzaltenango,F,37,8,199.97,1,1,1,0,1
15721,665,Guatemala,F,38,5,0,2,1,0,0,0
15581,651,Guatemala,F,39,6,599,1,1,0,1,0
15746,555,Quetzaltenango,M,62,4,1078.98,1,0,1,1,1
15583,637,Guatemala,F,48,7,749.97,2,1,1,0,1
15680,675,Guatemala,F,49,0,119.77,1,1,1,1,1
15688,677,Escuintla,M,40,5,249.99,2,1,0,0,0
15791,850,Quetzaltenango,F,35,2,249.97,1,0,0,0,1
15589,815,Guatemala,F,56,3,0,3,1,1,0,1
15692,665,Quetzaltenango,M,32,1,0,1,0,0,1,0
15727,485,Guatemala,F,27,3,0,2,1,0,0,0
15734,577,Escuintla,M,43,6,225,2,1,1,0,0
15764,586,Guatemala,F,35,7,445.75,3,1,0,1,1
15613,722,Quetzaltenango,M,29,1,199.98,2,1,0,0,0
15759,528,Guatemala,F,27,7,199.97,2,0,1,0,0
15609,542,Guatemala,F,39,4,328.98,2,1,1,1,0
15685,552,Guatemala,F,34,5,249.99,2,1,1,0,0
15750,678,Guatemala,F,60,10,0,1,1,0,0,1
15663,575,Escuintla,F,37,9,328.99,1,1,0,1,0
15638,669,Guatemala,F,43,1,0,1,1,1,1,0
15734,636,Guatemala,M,43,6,0,2,1,0,1,0
15631,667,Quetzaltenango,M,55,9,0,1,1,1,1,1
15761,652,Quetzaltenango,F,45,9,199.97,1,1,1,0,1
15649,637,Quetzaltenango,F,36,10,0,2,1,1,0,0
15713,516,Escuintla,F,45,8,200.97,1,0,1,0,0
15586,801,Guatemala,F,32,4,225,1,1,1,0,0
15596,692,Guatemala,F,42,2,0,2,1,0,1,0
15625,585,Guatemala,F,28,6,298.77,1,1,1,1,0
15760,590,Guatemala,M,32,5,233.07,2,1,0,1,0
15566,554,Escuintla,M,66,8,1.69,2,1,1,1,0
15725,659,Guatemala,F,49,1,199.99,1,1,0,0,1
15673,690,Guatemala,F,26,3,0,1,1,0,0,0
15705,697,Quetzaltenango,M,29,0,229.24,1,0,0,1,0
15675,610,Guatemala,M,36,4,308.22,2,1,0,1,0
15747,599,Escuintla,M,36,4,284.66,2,0,0,1,0
15736,544,Guatemala,M,23,1,528.24,1,1,0,1,0
15678,548,Guatemala,F,46,1,0,1,1,1,1,1
15720,635,Escuintla,M,24,4,0,1,1,1,1,0
15637,722,Guatemala,M,20,6,29.88,2,1,0,1,0
15598,564,Guatemala,F,33,4,0,1,1,0,1,0
15787,719,Guatemala,M,69,3,203.68,2,1,1,1,0
15603,547,Quetzaltenango,M,50,3,0,3,0,1,1,1
15733,850,Guatemala,F,42,8,299,1,1,0,1,1
15596,515,Quetzaltenango,M,60,9,199.97,1,1,0,0,1
15652,667,Escuintla,M,56,2,299,1,0,1,1,0
15717,607,Quetzaltenango,M,36,8,0,1,1,0,1,0
15622,525,Guatemala,M,26,7,299,1,1,1,1,0
15733,606,Escuintla,F,53,1,119.77,1,1,1,1,0
15753,686,Quetzaltenango,F,27,1,199.97,2,0,0,0,0
15747,611,Guatemala,M,35,10,0,1,1,1,1,1
15594,827,Escuintla,M,46,1,0,1,1,1,1,0
15667,572,Guatemala,M,33,9,299,1,1,0,1,0
15684,726,Guatemala,F,32,8,0,2,0,0,0,0
15742,579,Quetzaltenango,M,31,6,225,1,0,1,0,0
15623,598,Escuintla,F,56,4,0,1,1,1,1,0
15774,663,Guatemala,M,36,10,249.98,2,1,0,0,0
15611,505,Quetzaltenango,F,37,10,199.97,2,1,1,0,0
15674,576,Quetzaltenango,M,30,7,225,2,0,0,0,0
15619,555,Escuintla,F,24,2,299,2,0,1,1,0
15575,524,Guatemala,M,30,1,0,2,1,0,0,0
15695,776,Escuintla,M,39,2,699.97,1,0,0,0,0
15713,645,Quetzaltenango,F,41,2,0,1,1,0,0,1
15785,850,Quetzaltenango,F,32,0,298.24,1,0,0,1,0
15796,603,Quetzaltenango,M,35,1,0,2,1,1,1,0
15639,691,Guatemala,M,26,9,149,1,1,0,1,0
15693,583,Guatemala,F,29,10,249.99,2,1,1,0,0
15589,584,Guatemala,F,66,5,274.99,1,1,0,0,1
15769,679,Guatemala,F,33,6,388.98,2,1,1,1,0
15587,646,Guatemala,M,36,6,298.22,1,1,0,1,0
15814,559,Guatemala,F,34,5,1408.73,2,1,1,1,0
15601,595,Escuintla,M,36,6,199.97,1,1,1,0,0
15664,527,Guatemala,M,47,1,0,1,1,0,1,1
15612,684,Escuintla,M,34,9,0,2,1,1,1,0
15810,673,Escuintla,F,32,0,600,1,1,1,1,0
15665,802,Escuintla,M,38,7,499.97,2,0,1,0,0
15588,675,Guatemala,M,54,6,225,1,1,0,0,1
15776,762,Escuintla,F,19,6,450,2,1,0,0,0
15717,580,Guatemala,M,50,0,0,1,1,0,1,1
15629,621,Quetzaltenango,F,31,8,299,1,1,1,1,0
15729,411,Guatemala,F,36,10,0,1,0,0,1,0
15716,815,Guatemala,M,24,7,0,1,0,1,1,0
15646,631,Quetzaltenango,F,32,2,501.25,2,1,1,1,0
15768,514,Quetzaltenango,F,45,3,0,1,0,1,1,1
15579,638,Guatemala,M,57,6,450,1,1,0,0,1
15721,791,Escuintla,M,25,7,328.97,1,1,0,1,0
15800,516,Guatemala,M,35,5,0,1,1,0,1,0
15591,734,Guatemala,M,37,3,0,1,0,1,1,0
15587,611,Guatemala,M,58,8,0,2,0,1,1,1
15750,850,Quetzaltenango,M,43,0,0,3,1,0,1,1
15699,641,Guatemala,M,31,10,0,1,1,0,0,0
15606,585,Guatemala,F,38,5,499.97,1,1,1,0,0
